F99|Розлад психіки, без додаткового уточнення|eHealth/ICD10_AM/condition_codes
G01|Менінгіт при бактеріальних хворобах, класифікованих в інших рубриках|eHealth/ICD10_AM/condition_codes
G07|Внутрішньочерепний та внутрiшньохребетний абсцес i гранульома при хворобах, класифікованих в інших рубриках|eHealth/ICD10_AM/condition_codes
G08|Внутрішньочерепний та внутрiшньохребтовий флебіт i тромбофлебіт|eHealth/ICD10_AM/condition_codes
G09|Наслідки запальних хвороб центральної нервової системи|eHealth/ICD10_AM/condition_codes
G10|Хвороба Гантiнгтона|eHealth/ICD10_AM/condition_codes
G14|Постполіомієлітичний синдром|eHealth/ICD10_AM/condition_codes
G20|Хвороба Паркiнсона|eHealth/ICD10_AM/condition_codes
G22|Паркiнсонiзм при хворобах, класифікованих в інших рубриках|eHealth/ICD10_AM/condition_codes
G26|Екстрапiрамiднi розлади та порушення функцій руху при хворобах, класифікованих в інших рубриках|eHealth/ICD10_AM/condition_codes
G35|Розсіяний склероз|eHealth/ICD10_AM/condition_codes
G59|Мононевропатiя при хворобах, класифікованих в інших рубриках|eHealth/ICD10_AM/condition_codes
G64|Інші розлади периферичної нервової системи|eHealth/ICD10_AM/condition_codes
G92|Токсична енцефалопатiя|eHealth/ICD10_AM/condition_codes
G98|Інші ураження нервової системи, не класифіковані в інших рубриках|eHealth/ICD10_AM/condition_codes
H36|Ураження сітківки при хворобах, класифікованих в інших рубриках|eHealth/ICD10_AM/condition_codes
H46|Неврит зорового нерва|eHealth/ICD10_AM/condition_codes
H55|Ністагм та інші мимовільні рухи очей|eHealth/ICD10_AM/condition_codes
H71|Холестеатома середнього вуха|eHealth/ICD10_AM/condition_codes
I00|Ревматична лихоманка без залучення серця|eHealth/ICD10_AM/condition_codes
I10|Есенціальна (первинна) гіпертензія|eHealth/ICD10_AM/condition_codes
I38|Ендокардит, клапан неуточнений|eHealth/ICD10_AM/condition_codes
I64|Інсульт, неуточнений як крововилив або інфаркт|eHealth/ICD10_AM/condition_codes
I81|Тромбоз ворітної вени|eHealth/ICD10_AM/condition_codes
I99|Інші та неуточнені порушення системи кровообігу|eHealth/ICD10_AM/condition_codes
J00|Гострий назофарингіт [нежить]|eHealth/ICD10_AM/condition_codes
J09|Грип, спричинений ідентифікованим зоонозним або пандемічним вірусом грипу|eHealth/ICD10_AM/condition_codes
J13|Пневмонія, спричинена Streptococcus pneumoniae|eHealth/ICD10_AM/condition_codes
J14|Пневмонія, спричинена Haemophilus influenzae|eHealth/ICD10_AM/condition_codes
J22|Гостра респіраторна інфекція нижніх дихальних шляхів, неуточнена|eHealth/ICD10_AM/condition_codes
J36|Перитонзилярний абсцес|eHealth/ICD10_AM/condition_codes
J40|Бронхіт, не уточнений як гострий або хронічний|eHealth/ICD10_AM/condition_codes
J42|Неуточнений хронічний бронхіт|eHealth/ICD10_AM/condition_codes
J46|Астматичний статус [status asthmaticus]|eHealth/ICD10_AM/condition_codes
J47|Бронхоектатична хвороба [бронхоектаз]|eHealth/ICD10_AM/condition_codes
J60|Пневмоконіоз вугільника|eHealth/ICD10_AM/condition_codes
J61|Пневмоконіоз внаслідок впливу азбесту та інших мінеральних речовин|eHealth/ICD10_AM/condition_codes
J64|Неуточнений пневмоконіоз|eHealth/ICD10_AM/condition_codes
J65|Пневмоконіоз, пов'язаний з туберкульозом|eHealth/ICD10_AM/condition_codes
J80|Респіраторний дистрес-синдром у дорослих|eHealth/ICD10_AM/condition_codes
J81|Набряк легені|eHealth/ICD10_AM/condition_codes
J82|Легенева еозинофілія, не класифікована в інших рубриках|eHealth/ICD10_AM/condition_codes
J90|Плевральний випіт, не класифікований в інших рубриках|eHealth/ICD10_AM/condition_codes
J91|Плевральний випіт при хворобах, класифікованих в інших рубриках|eHealth/ICD10_AM/condition_codes
K20|Езофагіт|eHealth/ICD10_AM/condition_codes
K30|Функціональна диспепсія|eHealth/ICD10_AM/condition_codes
K36|Інші форми апендициту|eHealth/ICD10_AM/condition_codes
K37|Неуточнений апендицит|eHealth/ICD10_AM/condition_codes
L00|Синдром стафілококового опікоподібного ураження шкіри|eHealth/ICD10_AM/condition_codes
L14|Бульозні порушення при хворобах, класифікованих в інших рубриках|eHealth/ICD10_AM/condition_codes
L22|Пелюшковий [підгузковий] дерматит|eHealth/ICD10_AM/condition_codes
L26|Ексфоліативний дерматит|eHealth/ICD10_AM/condition_codes
L42|Пітиріаз рожевий [пітиріаз Жибера]|eHealth/ICD10_AM/condition_codes
L45|Папулосквамозні порушення при хворобах, класифікованих в інших рубриках|eHealth/ICD10_AM/condition_codes
L52|Еритема вузлувата|eHealth/ICD10_AM/condition_codes
L80|Вітиліго|eHealth/ICD10_AM/condition_codes
L82|Себорейний кератоз|eHealth/ICD10_AM/condition_codes
L83|Чорний акантоз|eHealth/ICD10_AM/condition_codes
L86|Кератодермія при хворобах, класифікованих в інших рубриках|eHealth/ICD10_AM/condition_codes
L88|Піодермія гангренозна|eHealth/ICD10_AM/condition_codes
N10|Гострий тубулоінтерстиціальний нефрит|eHealth/ICD10_AM/condition_codes
N12|Тубулоінтерстиціальний нефрит, не уточнений як гострий або хронічний|eHealth/ICD10_AM/condition_codes
N19|Неуточнена ниркова недостатність|eHealth/ICD10_AM/condition_codes
N23|Неуточнена ниркова колька|eHealth/ICD10_AM/condition_codes
N26|Зморщена нирка неуточненого ґенезу|eHealth/ICD10_AM/condition_codes
N40|Гіперплазія передміхурової залози|eHealth/ICD10_AM/condition_codes
N44|Перекручування яєчка|eHealth/ICD10_AM/condition_codes
N46|Чоловіче безпліддя|eHealth/ICD10_AM/condition_codes
N47|Надмірна крайня плоть, фімоз та парафімоз|eHealth/ICD10_AM/condition_codes
N61|Запальні хвороби молочної залози|eHealth/ICD10_AM/condition_codes
N62|Гіпертрофія молочної залози|eHealth/ICD10_AM/condition_codes
N63|Неуточнене утворення в молочній залозі|eHealth/ICD10_AM/condition_codes
N72|Запальне захворювання шийки матки|eHealth/ICD10_AM/condition_codes
N86|Ерозія та ектропіон шийки матки|eHealth/ICD10_AM/condition_codes
N96|Звичний викидень|eHealth/ICD10_AM/condition_codes
O10|Попередня гіпертензія, що ускладнює вагітність, пологи та післяпологовий період|eHealth/ICD10_AM/condition_codes
O11|Преклампсія, на фоні хронічної гіпертензії|eHealth/ICD10_AM/condition_codes
O13|Гестаційна [зумовлена вагітністю] гіпертензія|eHealth/ICD10_AM/condition_codes
O16|Неуточнена материнська гіпертензія|eHealth/ICD10_AM/condition_codes
O25|Недостатність харчування під час вагітності|eHealth/ICD10_AM/condition_codes
O40|Полігідрамніон|eHealth/ICD10_AM/condition_codes
O48|Переношена вагітність|eHealth/ICD10_AM/condition_codes
O80|Пологи одноплідні, спонтанне розродження|eHealth/ICD10_AM/condition_codes
O81|Пологи одноплідні, розродження за допомогою щипців або вакуумного екстрактора|eHealth/ICD10_AM/condition_codes
O82|Пологи одноплідні, розродження за допомогою кесарева розтину|eHealth/ICD10_AM/condition_codes
O83|Пологи одноплідні, розродження з використанням інших видів акушерської допомоги|eHealth/ICD10_AM/condition_codes
O85|Післяпологовий сепсис|eHealth/ICD10_AM/condition_codes
O94|Наслідки ускладнень під час вагітності, пологів та у післяпологовому періоді|eHealth/ICD10_AM/condition_codes
O95|Акушерська смерть матері з неуточненої причини|eHealth/ICD10_AM/condition_codes
P38|Омфаліт новонародженого з незначною кровотечею або без неї|eHealth/ICD10_AM/condition_codes
P53|Геморагічна хвороба у плода та новонародженого|eHealth/ICD10_AM/condition_codes
P60|Розсіяна внутрішньосудинна коагуляція у плода та новонародженого|eHealth/ICD10_AM/condition_codes
P75|Меконієвий ілеус при кістозному фіброзі (E84†)|eHealth/ICD10_AM/condition_codes
P77|Некротизуючий ентероколіт у плода та новонародженого|eHealth/ICD10_AM/condition_codes
P90|Судоми у новонародженого|eHealth/ICD10_AM/condition_codes
P93|Реакції та інтоксикації, зумовлені лікарськими засобами, призначеними для плода та новонародженого|eHealth/ICD10_AM/condition_codes
P95|Смерть плода від неуточненої причини|eHealth/ICD10_AM/condition_codes
Q02|Мікроцефалія|eHealth/ICD10_AM/condition_codes
R02|Гангрена, не класифікована в інших рубриках|eHealth/ICD10_AM/condition_codes
R05|Кашель|eHealth/ICD10_AM/condition_codes
R11|Нудота та блювання|eHealth/ICD10_AM/condition_codes
R12|Печія|eHealth/ICD10_AM/condition_codes
R13|Дисфагія|eHealth/ICD10_AM/condition_codes
R14|Метеоризм та пов'язані з ним стани|eHealth/ICD10_AM/condition_codes
R15|Нетримання калу|eHealth/ICD10_AM/condition_codes
R17|Неуточнена жовтяниця|eHealth/ICD10_AM/condition_codes
R18|Асцит|eHealth/ICD10_AM/condition_codes
R21|Висип та інші неспецифічні висипи на шкірі|eHealth/ICD10_AM/condition_codes
R31|Гематурія неуточнена|eHealth/ICD10_AM/condition_codes
R32|Неуточнене нетримання сечі|eHealth/ICD10_AM/condition_codes
R33|Затримка сечі|eHealth/ICD10_AM/condition_codes
R34|Анурія та олігурія|eHealth/ICD10_AM/condition_codes
R35|Поліурія|eHealth/ICD10_AM/condition_codes
R36|Виділення з сечівника|eHealth/ICD10_AM/condition_codes
R42|Запаморочення та порушення рівноваги тіла|eHealth/ICD10_AM/condition_codes
R51|Головний біль|eHealth/ICD10_AM/condition_codes
R53|Нездужання та втома|eHealth/ICD10_AM/condition_codes
R54|Старість|eHealth/ICD10_AM/condition_codes
R55|Синкопе та колапс|eHealth/ICD10_AM/condition_codes
R58|Геморагія, не класифікована в інших рубриках|eHealth/ICD10_AM/condition_codes
R64|Кахексія|eHealth/ICD10_AM/condition_codes
R69|Невідомі та неуточнені причини захворювання|eHealth/ICD10_AM/condition_codes
R71|Аномалія червоних кров'яних тілець|eHealth/ICD10_AM/condition_codes
R72|Аномалія білих кров'яних тілець, не класифікована в інших рубриках|eHealth/ICD10_AM/condition_codes
R73|Підвищений рівень глюкози в крові|eHealth/ICD10_AM/condition_codes
R75|Лабораторне виявлення вірусу імунодефіциту людини [ВІЛ]|eHealth/ICD10_AM/condition_codes
R80|Ізольована протеїнурія|eHealth/ICD10_AM/condition_codes
R81|Глюкозурія|eHealth/ICD10_AM/condition_codes
R91|Відхилення від норми, виявлені при отриманні діагностичних зображень під час дослідження легень|eHealth/ICD10_AM/condition_codes
R92|Відхилення від норми, виявлені при отриманні діагностичних зображень під час дослідження молочної залози|eHealth/ICD10_AM/condition_codes
R98|Смерть без свідків|eHealth/ICD10_AM/condition_codes
R99|Інші неточно визначені та неуточнені причини смерті|eHealth/ICD10_AM/condition_codes
S16|Травма м'яза та сухожилка у ділянці шиї|eHealth/ICD10_AM/condition_codes
S18|Травматична ампутація в ділянці шиї|eHealth/ICD10_AM/condition_codes
S47|Роздавлювання плеча та плечового поясу|eHealth/ICD10_AM/condition_codes
T07|Множинні травми, неуточнені|eHealth/ICD10_AM/condition_codes
T16|Стороннє тіло у вусі|eHealth/ICD10_AM/condition_codes
T55|Токсична дія мила та детергентів|eHealth/ICD10_AM/condition_codes
T58|Токсична дія оксиду вуглецю|eHealth/ICD10_AM/condition_codes
T64|Токсична дія афлатоксину та інших мікотоксинів, що забруднюють продукти харчування|eHealth/ICD10_AM/condition_codes
T66|Неуточнена дія радіації|eHealth/ICD10_AM/condition_codes
T67|Впливи високих температур та світла|eHealth/ICD10_AM/condition_codes
T68|Гіпотермія|eHealth/ICD10_AM/condition_codes
T71|Асфіксія|eHealth/ICD10_AM/condition_codes
T96|Наслідки отруєння лікарськими засобами, медикаментами та біологічними речовинами|eHealth/ICD10_AM/condition_codes
T97|Наслідки токсичного впливу речовин, переважно немедичного призначення|eHealth/ICD10_AM/condition_codes
U71|Неуточнені види спорту та виконання вправ|eHealth/ICD10_AM/condition_codes
U72|Види дозвілля, не класифіковані в інших рубриках|eHealth/ICD10_AM/condition_codes
V98|Інші уточнені транспортні нещасні випадки|eHealth/ICD10_AM/condition_codes
V99|Неуточнений транспортний нещасний випадок|eHealth/ICD10_AM/condition_codes
W00|Падіння на рівній поверхні льоду та снігу|eHealth/ICD10_AM/condition_codes
W03|Інше падіння на рівній поверхні внаслідок зіткнення з іншою особою або поштовху такою особою|eHealth/ICD10_AM/condition_codes
W04|Падіння особи, яку переносять на руках або підтримують інші особи|eHealth/ICD10_AM/condition_codes
W05|Падіння, пов'язане з інвалідним візком|eHealth/ICD10_AM/condition_codes
W11|Падіння на приставній драбині та з неї|eHealth/ICD10_AM/condition_codes
W12|Падіння на будівельному риштуванні та з нього|eHealth/ICD10_AM/condition_codes
W14|Падіння з дерева|eHealth/ICD10_AM/condition_codes
W15|Падіння зі скелі (кручі)|eHealth/ICD10_AM/condition_codes
W19|Неуточнене падіння|eHealth/ICD10_AM/condition_codes
W20|Удар кинутим, випущеним або падаючим предметом|eHealth/ICD10_AM/condition_codes
W22|Удар іншим предметом або об інший предмет|eHealth/ICD10_AM/condition_codes
W24|Контакт з підйомними та передатними механізмами, не класифікований в інших рубриках|eHealth/ICD10_AM/condition_codes
W27|Контакт з ручним інструментом без силового двигуна|eHealth/ICD10_AM/condition_codes
W28|Контакт з газонокосаркою з силовим двигуном|eHealth/ICD10_AM/condition_codes
W32|Постріл з ручної вогнепальної зброї|eHealth/ICD10_AM/condition_codes
W35|Вибух та розрив парового котла|eHealth/ICD10_AM/condition_codes
W36|Вибух та розрив газового балона|eHealth/ICD10_AM/condition_codes
W37|Вибух та розрив автомобільної шини, трубопроводу або шланга, що перебували під тиском|eHealth/ICD10_AM/condition_codes
W38|Вибух та розрив інших уточнених засобів, що перебували під тиском|eHealth/ICD10_AM/condition_codes
W39|Вихлоп запалу феєрверка|eHealth/ICD10_AM/condition_codes
W40|Вибух інших матеріалів|eHealth/ICD10_AM/condition_codes
W41|Вплив струменя високого тиску|eHealth/ICD10_AM/condition_codes
W42|Вплив шуму|eHealth/ICD10_AM/condition_codes
W43|Вплив вібрації|eHealth/ICD10_AM/condition_codes
W44|Попадання стороннього тіла в/крізь око чи інший природний отвір|eHealth/ICD10_AM/condition_codes
W46|Контакт з голкою для ін'єкцій|eHealth/ICD10_AM/condition_codes
W49|Вплив інших та неуточнених видів неживої механічної сили|eHealth/ICD10_AM/condition_codes
W50|Удар, поштовх, удар ногою, скручування, укус чи подряпини, спричинені іншою особою|eHealth/ICD10_AM/condition_codes
W51|Удар об іншу особу або зіткнення з нею|eHealth/ICD10_AM/condition_codes
W52|Роздавлювання, штовхання чи затоптування охопленим панікою натовпом або масовим рухом людей|eHealth/ICD10_AM/condition_codes
W53|Укус пацюка|eHealth/ICD10_AM/condition_codes
W57|Укус або ужалення неотруйною комахою або іншими неотруйними членистоногими|eHealth/ICD10_AM/condition_codes
W58|Укус або удар, завданий крокодилом чи алігатором|eHealth/ICD10_AM/condition_codes
W60|Контакт з рослинними шпичаками, голками та гострим листям|eHealth/ICD10_AM/condition_codes
W64|Вплив іншої та неуточненої живої механічної сили|eHealth/ICD10_AM/condition_codes
W69|Утоплення та занурення у воду під час перебування у відкритій водоймі|eHealth/ICD10_AM/condition_codes
W70|Утоплення та занурення у воду внаслідок падіння у відкриту водойму|eHealth/ICD10_AM/condition_codes
W73|Інші уточнені випадки утоплення та занурення у воду|eHealth/ICD10_AM/condition_codes
W74|Неуточнені випадки утоплення та занурення у воду|eHealth/ICD10_AM/condition_codes
W75|Випадкове удушення та удавлення у ліжку|eHealth/ICD10_AM/condition_codes
W76|Інше випадкове повішення та удавлення|eHealth/ICD10_AM/condition_codes
W77|Удушення внаслідок засипання землею та іншою породою під час обвалу|eHealth/ICD10_AM/condition_codes
W78|Удушення внаслідок аспірації вмісту шлунка|eHealth/ICD10_AM/condition_codes
W79|Вдихання та заковтування їжі, яка перекриває дихальні шляхи|eHealth/ICD10_AM/condition_codes
W81|Випадкове чи навмисне перебування у середовищі з низьким вмістом кисню|eHealth/ICD10_AM/condition_codes
W83|Інші уточнені випадки удушення|eHealth/ICD10_AM/condition_codes
W84|Неуточнений випадок удушення|eHealth/ICD10_AM/condition_codes
W85|Вплив електропроводки|eHealth/ICD10_AM/condition_codes
W86|Вплив іншого уточненого джерела електричного струму|eHealth/ICD10_AM/condition_codes
W87|Вплив неуточненого джерела електричного струму|eHealth/ICD10_AM/condition_codes
W88|Вплив іонізуючого випромінювання|eHealth/ICD10_AM/condition_codes
W89|Вплив штучного видимого світла та ультрафіолетового випромінювання|eHealth/ICD10_AM/condition_codes
W90|Вплив іншого неіонізуючого випромінювання|eHealth/ICD10_AM/condition_codes
W91|Вплив випромінювання неуточненого типу|eHealth/ICD10_AM/condition_codes
W92|Вплив надмірно високої температури від штучного джерела|eHealth/ICD10_AM/condition_codes
W93|Вплив надмірно низької температури від штучного джерела|eHealth/ICD10_AM/condition_codes
W94|Вплив високого та низького атмосферного тиску та змін атмосферного тиску|eHealth/ICD10_AM/condition_codes
W99|Вплив інших та неуточнених штучно створених факторів навколишнього середовища|eHealth/ICD10_AM/condition_codes
X00|Вплив неконтрольованої пожежі у будинку чи споруді|eHealth/ICD10_AM/condition_codes
X01|Вплив неконтрольованої пожежі за межами будинку чи споруди|eHealth/ICD10_AM/condition_codes
X02|Вплив контрольованого осередку вогню у будинку чи споруді|eHealth/ICD10_AM/condition_codes
X03|Вплив контрольованого осередку вогню за межами будинку чи споруди|eHealth/ICD10_AM/condition_codes
X04|Вплив загоряння легкозаймистих речовин|eHealth/ICD10_AM/condition_codes
X05|Вплив загоряння або розплавлення нічного одягу|eHealth/ICD10_AM/condition_codes
X06|Вплив загоряння або розплавлення іншого одягу чи прикрас|eHealth/ICD10_AM/condition_codes
X08|Вплив інших уточнених джерел диму, вогню та полум'я|eHealth/ICD10_AM/condition_codes
X09|Вплив інших неуточнених джерел диму, вогню та полум'я|eHealth/ICD10_AM/condition_codes
X12|Контакт з іншою гарячою рідиною|eHealth/ICD10_AM/condition_codes
X14|Контакт з гарячим повітрям та газами|eHealth/ICD10_AM/condition_codes
X16|Контакт з гарячими обігрівальними приладами, радіаторами та трубами|eHealth/ICD10_AM/condition_codes
X17|Контакт з гарячими двигунами, обладнанням та інструментами|eHealth/ICD10_AM/condition_codes
X18|Контакт з іншоим гарячим металом|eHealth/ICD10_AM/condition_codes
X19|Контакт з іншим та неуточненим жаром та гарячими речовинами|eHealth/ICD10_AM/condition_codes
X22|Контакт з скорпіоном|eHealth/ICD10_AM/condition_codes
X24|Контакт з багатоніжками та отруйними мокрицями (тропічними)|eHealth/ICD10_AM/condition_codes
X28|Контакт з іншими уточненими отруйними рослинами|eHealth/ICD10_AM/condition_codes
X29|Контакт з неуточненими отруйними тваринами чи рослинами|eHealth/ICD10_AM/condition_codes
X30|Вплив надмірно високої зовнішньої температури|eHealth/ICD10_AM/condition_codes
X31|Вплив надмірно низької зовнішньої температури|eHealth/ICD10_AM/condition_codes
X32|Вплив сонячного світла|eHealth/ICD10_AM/condition_codes
X33|Потерпілий від блискавки|eHealth/ICD10_AM/condition_codes
X35|Потерпілий від виверженням вулкана|eHealth/ICD10_AM/condition_codes
X36|Потерпілий від снігової лавини, зсуву та інших переміщень ґрунту|eHealth/ICD10_AM/condition_codes
X37|Потерпілий від руйнівного шторму|eHealth/ICD10_AM/condition_codes
X38|Потерпілий від повені|eHealth/ICD10_AM/condition_codes
X39|Вплив інших та неуточнених природних факторів|eHealth/ICD10_AM/condition_codes
X40|Випадкове отруєння та дія неопіоїдних анальгезивних, жарознижувальних та протиревматичних засобів|eHealth/ICD10_AM/condition_codes
X41|Випадкове отруєння та дія протиепілептичних, седативно-снодійних та протипаркінсонічних та психотропних засобів, не класифіковане в інших рубриках|eHealth/ICD10_AM/condition_codes
X42|Випадкове отруєння та дія наркотичних та психодислептичних [галюциногенних] речовин, не класифіковане в інших рубриках|eHealth/ICD10_AM/condition_codes
